objectId,objectUrl,images,title,object_name,artist,date,description,dimensions,credit_line,collection,object_number
12C7FEB1-67E7-4E24-B332-504764175809,https://hiculturearts.pastperfectonline.com/webobject/12C7FEB1-67E7-4E24-B332-504764175809,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/20100602-2.jpg'],Drawing for Elizabeth Norton,Drawing,Madge Tennent,1961,Three-quarter view portrait pencil drawing of a young Hawaiian woman with long hair.,H-20.75 W-17.5 inches,Gift in Memory of Wah Yun Dang,City & County of Honolulu Collection,2010.06.02
14913043-C4AB-49EB-BCCD-548423784647,https://hiculturearts.pastperfectonline.com/webobject/14913043-C4AB-49EB-BCCD-548423784647,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199008-2.jpg'],Dreams in Red and Blue,Assemblage,Linda Oszajca,1990,,,City & County of Honolulu Purchase,City & County of Honolulu,1990.08
A8CF08F1-010E-4501-813A-774360857256,https://hiculturearts.pastperfectonline.com/webobject/A8CF08F1-010E-4501-813A-774360857256,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19901112-2.jpg'],Dreams of Freedom,Print,Howard Farrant,1990,Etching print and lithograph.,H-18.25 W-24.25 D-0.75 inches,City and County of Honolulu Purchase,City & County of Honolulu,1990.11.12
5EE4F27A-2007-4547-8517-894434161811,https://hiculturearts.pastperfectonline.com/webobject/5EE4F27A-2007-4547-8517-894434161811,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19941102.jpg'],Drift,Print,Dean Oshiro,1991,Color photocopier print.,H-14 W-18 inches,City & County of Honolulu Purchase,City & County of Honolulu,1994.11.02
65DAC3B1-698C-4702-89AD-343869107205,https://hiculturearts.pastperfectonline.com/webobject/65DAC3B1-698C-4702-89AD-343869107205,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/19990803.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/19990803-2.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/007/19990803-3.jpg']",Duke Kahanamoku,Sign,Charles Palumbo,1999,Waikiki Historic Trail marker shaped like a surfboard with a porcelain enamel metal sign attached. Located at Duke Kahanamoku Park.,H-6.5 W-3 D-1 feet,City and County of Honolulu Purchase,City and County of Honolulu Collection,1999.08.03
F3FD7931-E7D6-463B-A2B8-743464286922,https://hiculturearts.pastperfectonline.com/webobject/F3FD7931-E7D6-463B-A2B8-743464286922,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/199522.jpg'],Duke Paoa Kahanamoku,Sculpture,Jan Gordon Fisher,1990,A larger than life bronze sculpture of Duke Paoa Kahanamoku with his surfboard. Located on Kuhio Beach at Uluniu Street.,H-108 inches,Gift of the Waikiki Improvement Association,City and County of Honolulu Collection,1995.22
13AA11BB-7602-4DA0-8EE6-182601855721,https://hiculturearts.pastperfectonline.com/webobject/13AA11BB-7602-4DA0-8EE6-182601855721,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19910104-2.jpg'],E Opihi E,Print,Dietrich Varez,1991,Woodblock print.,H-23.625 W-29 D-1.5 inches,,City & County of Honolulu,1991.01.04
193AFF07-4DBC-4237-BEC1-181221121110,https://hiculturearts.pastperfectonline.com/webobject/193AFF07-4DBC-4237-BEC1-181221121110,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19910103-2.jpg'],E Pele E,Print,Dietrich Varez,1991,Woodblock print.,H-23.625 W-29 inches,,City & County of Honolulu,1991.01.03
4381F26F-1757-4E0A-AEF3-784191272220,https://hiculturearts.pastperfectonline.com/webobject/4381F26F-1757-4E0A-AEF3-784191272220,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19910113-2.jpg'],E Wa'a E,Print,Dietrich Varez,1991,Woodblock print.,H-29.063 W-23.625 D-1.5 inches,,City & County of Honolulu,1991.01.13
0827EDC7-D3D1-4A20-AE3A-523155983010,https://hiculturearts.pastperfectonline.com/webobject/0827EDC7-D3D1-4A20-AE3A-523155983010,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199216-2.jpg'],E.D.C.: ARC VI,Painting,Kenneth Bushnell,1991,"Oil on canvas painting in two parts. E.D.C. in the title refers to the Euclidian Dream Cycle, an umbrella title for a large body of work based on triangulation. Arc VI identified the specific work. Refer to regisrtation marks on the back of the painting when assembling.",H-59 W-63 inches,City and County of Honolulu Purchase,City and County of Honolulu,1992.16
34D02C7F-BABB-4365-8634-331404634540,https://hiculturearts.pastperfectonline.com/webobject/34D02C7F-BABB-4365-8634-331404634540,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19930609.jpg'],Ea,Engraving,John Takami Morita,,Etching print.,,City and County of Honolulu Purchase,City & County of Honolulu,1993.06.09
0DF3751F-9D48-4972-820D-771190144540,https://hiculturearts.pastperfectonline.com/webobject/0DF3751F-9D48-4972-820D-771190144540,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/197804-4.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/197804-8.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/197804-5.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/197804-26.jpg']","Earth, Man, and Heaven",Sculpture,Ernest DeCoito,1978,"Rock garden with sculptural elements. Abstract sculpture consists of two sections. Stone used is Italian white marble and crystalina. One section is mounted to the wall, the other standing on ground. Located at the Hawaii Kai Fire Station.",H-6.417 W-12 D-8 feet,Funded by the Comprehensive Employment Training Act,City and County of Honolulu Collection,1978.04
4607136A-E91B-4F9E-9D1D-437149383480,https://hiculturearts.pastperfectonline.com/webobject/4607136A-E91B-4F9E-9D1D-437149383480,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/199701.jpg'],Earthseed,Print,Marcia Morse,1997,"Woodcut print with acrylic, ink, and irredescent pigment.",H-25.188 W-19.188 inches,City and County of Honolulu Purchase,City & County of Honolulu,1997.01
6A89B80B-D672-41BF-9BFB-849329530742,https://hiculturearts.pastperfectonline.com/webobject/6A89B80B-D672-41BF-9BFB-849329530742,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/art19.jpg'],East Rift Eruption 1973 Volcano National Park,"Print, Photographic","Mathias S. Hesemans, Jr.",1973,,H-20.25 W-16.25 inches,City and County of Honolulu Purchase,Honolulu City Council Collection,ART-19
17E48201-7E73-48C8-8A17-214152853605,https://hiculturearts.pastperfectonline.com/webobject/17E48201-7E73-48C8-8A17-214152853605,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/art21.jpg'],East-Shore Seascape - Oahu,"Print, Photographic",Wayne Levin,1976,,H-20.25 W-24.25 inches,City and County of Honolulu Purchase,Honolulu City Council Collection,ART-21
52C028A1-ACE9-4F3E-B648-838874248160,https://hiculturearts.pastperfectonline.com/webobject/52C028A1-ACE9-4F3E-B648-838874248160,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/201903.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/201903-2.jpg']","Election of King Kalakaua, 1874",Print,Peter Hurd,1949,"One of a series of ten prints done for the centennial anniversary of American Factors, Ltd.; depicting events from Hawaiian history.",H-15.313 W-19.313 D-0.875 inches,Gift of Ray Pua,Office of the City Clerk Collection,2019.03
38276F98-AE23-47B8-ACF1-556315412172,https://hiculturearts.pastperfectonline.com/webobject/38276F98-AE23-47B8-ACF1-556315412172,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19930611.jpg'],Elements,Print,David Graves,1993,Etching screenprint,,City and County of Honolulu Purchase,City & County of Honolulu,1993.06.11
FAEAAB46-C366-46D5-A3AC-908562336212,https://hiculturearts.pastperfectonline.com/webobject/FAEAAB46-C366-46D5-A3AC-908562336212,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/198807.jpg'],Elephant's Child,Sculpture,Tom Tischler,1988,"Cast bronze young elephant in a sitting position resting on a cast concrete disk with river rock aggregate. Dedicated to the memory of Empress, the Asian Elephant, c. 1932 - 14 Apr 1986. Located near the Honolulu Zoo Elephant Exhibit.",H-26 W-18 D-24 inches,Gift of the Honolulu Zoo Hui and Honolulu Zoo Staff,City & County of Honolulu,1988.07
FB9C0EDD-D75F-4F52-A65D-643237338062,https://hiculturearts.pastperfectonline.com/webobject/FB9C0EDD-D75F-4F52-A65D-643237338062,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/19850902.jpg'],Ellison Onizuka,"Print, Photographic",,1985,"Photograph acompanying award in honor of Ellison Onizuka with an original patch for ""first flight in space by an astronaut from Hawaii.""",H-11.625 W-9.625 inches,,Honolulu City Council Collection,1985.09.02
7210D6E7-D406-450B-9503-932688473869,https://hiculturearts.pastperfectonline.com/webobject/7210D6E7-D406-450B-9503-932688473869,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/l200701-2.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/l200701-3.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/l200701-5.jpg']",Elvis: Aloha from Hawaii,Sculpture,Ivan Schwartz,2007,"A lifesize bronze statue of Elvis Presley from the 1973 ""Aloha from Hawaii"" concert with guitar and microphone on a stand. The figure stands atop a bronze pedestal. ""Elvis, Aloha from Hawaii, The World's First Satellite TV Concert, January 14, 1973. With supreme talent and sincere humility, Elvis Presley made his gift the world's. 'Thank you. Thank you very much.' From the People of TV Land."" Located at Neal Blaisdell Center.",H-104 Dia-40 inches,On loan from TV Land,TV Land,L2007.01
A2F2B62F-9DCC-427C-B327-533604935519,https://hiculturearts.pastperfectonline.com/webobject/A2F2B62F-9DCC-427C-B327-533604935519,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/20090306.jpg'],Employee Area,"Print, Photographic",Thomas S. Garcia,1988,"Photographic print on paper if the Honolulu Rapid Transit Building located on Alapai Street, taken between 1987 and 1992 during the demolition of the Honolulu Rapid Transit Building and the construction of the Alapai Police Station.",H-8.5 W-11 inches,Gift of Thomas S. Garcia,City & County of Honolulu Collection,2009.03.06
13241920-70C6-4123-9592-783758361376,https://hiculturearts.pastperfectonline.com/webobject/13241920-70C6-4123-9592-783758361376,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/20090310.jpg'],Employee's Restroom,"Print, Photographic",Thomas S. Garcia,1991,"Photographic print on paper if the Honolulu Rapid Transit Building located on Alapai Street, taken between 1987 and 1992 during the demolition of the Honolulu Rapid Transit Building and the construction of the Alapai Police Station.",H-8.5 W-11 inches,Gift of Thomas S. Garcia,City & County of Honolulu Collection,2009.03.10
BA23A23F-9D71-447A-9FFF-010179183638,https://hiculturearts.pastperfectonline.com/webobject/BA23A23F-9D71-447A-9FFF-010179183638,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19941901.jpg'],Endless Light,Collage,Glenn M. Yamanoha,1993,"Collage of oil, acrylic, and other mixed media on canvas.",H-29 W-24 D-2.5 inches,City and County of Honolulu Purchase,City & County of Honolulu,1994.19.01
9BF06845-84A2-4B9E-83F4-387569239613,https://hiculturearts.pastperfectonline.com/webobject/9BF06845-84A2-4B9E-83F4-387569239613,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/200901-2.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/200901-3.jpg']",Enpitsu,Sculpture,Jerry Tsukio Okimoto,1990,A sculpture depicting part of a large upright sharpened wooden pencil made of plywood and laminated white pine.,H-15.167 W-2.042 D-2.042 feet,Gift of William Gong,City & County of Honolulu Collection,2009.01
001CFB1D-E9E4-432D-854B-377445603823,https://hiculturearts.pastperfectonline.com/webobject/001CFB1D-E9E4-432D-854B-377445603823,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/200117.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/200117-2.jpg']",Eternal Flame,Monument,Benjamin Lee,2001,"Monument commemorating the events of September 11, 2001, that include an eternal flame and plaque. Structure is made of plywood covered in synthetic stone. Located in front of Honolulu Hale.",,,Mayor's Office of Culture and the Arts Collection,2001.17
A8C9B346-538A-4137-83DD-376302425690,https://hiculturearts.pastperfectonline.com/webobject/A8C9B346-538A-4137-83DD-376302425690,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19901102.jpg'],Every Man an Island,Print,Jon Hamblin,1990,Four screen serigraph of various colored figures with text.,H-20 W-14.75 inches,City and County of Honolulu Purchase,City & County of Honolulu,1990.11.02
5BFCD91A-BC6D-41CB-9DC3-089142191937,https://hiculturearts.pastperfectonline.com/webobject/5BFCD91A-BC6D-41CB-9DC3-089142191937,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/197404-2.jpg'],Exodus,"Print, Photographic",Bruce Ayers,1974,Color photograph of a windblown sand with a prominent rock in the background.,H-31.25 W-25.25 inches,City and County of Honolulu Purchase,City & County of Honolulu Collection,1974.04
DDD573AB-6259-4A21-B5AE-045848294716,https://hiculturearts.pastperfectonline.com/webobject/DDD573AB-6259-4A21-B5AE-045848294716,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/197608.jpg'],Extremes,Painting,Ruth Laird Pistor,1976,,H-39.75 W-31 inches,City & County of Honolulu Purchase,City & County of Honolulu,1976.08
836912F5-37DB-4819-A97D-553693003267,https://hiculturearts.pastperfectonline.com/webobject/836912F5-37DB-4819-A97D-553693003267,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120302b.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120302b-2.jpg']",Fa`a Samoa,Box,Saumo Puapuaga,2012,Cardboard cracker box decorated with a Samoan motif to accompany the center panel of the mixed media on canvas triptych.,H-4.5 W-9.875 D-4.375 inches,City and County of Honolulu Purchase,City and County of Honolulu Collection,2012.03.02b
C4CDEFA6-E635-43EF-9459-416136167890,https://hiculturearts.pastperfectonline.com/webobject/C4CDEFA6-E635-43EF-9459-416136167890,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120301b.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120301b-2.jpg']",Fa`a Samoa,Can,Saumo Puapuaga,2012,"Metal can containing a whole cooked chicken, the can is decorated in a Samoan motif to accompany the left panel of the mixed media on canvas triptych..",H-6.938 W-4.25 inches,City and County of Honolulu Purchase,City and County of Honolulu Collection,2012.03.01b
0EF543CF-A043-48B3-B208-040721326179,https://hiculturearts.pastperfectonline.com/webobject/0EF543CF-A043-48B3-B208-040721326179,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120303b.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120303b-2.jpg']",Fa`a Samoa,Can,Saumo Puapuaga,2012,"Aluminum metal soda pop can with a US dollar bill folded in half lengthwise tucked under the top lift tab, the can is decorated in a Samoan motif.",H-7.25 W-4.587 D-3.253 inches,City and County of Honolulu Purchase,City and County of Honolulu Collection,2012.03.03b
98DA196E-4088-4ECB-98E4-892387505724,https://hiculturearts.pastperfectonline.com/webobject/98DA196E-4088-4ECB-98E4-892387505724,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120303a.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120303a-2.jpg']",Fa`a Samoa,Painting,Saumo Puapuaga,2012,Right panel of a mixed media on canvas triptych painting depicting metal cans of soda pop in a Samoan motif.,H-48 W-60 inches,City and County of Honolulu Purchase,City and County of Honolulu Collection,2012.03.03a
94E5CB49-1997-467C-B2ED-918869506141,https://hiculturearts.pastperfectonline.com/webobject/94E5CB49-1997-467C-B2ED-918869506141,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120301a.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120301a-2.jpg']",Fa`a Samoa,Painting,Saumo Puapuaga,2012,Left panel of a mixed media on canvas triptych painting depicting metal cans containing whole cooked chickens in a Samoan motif.,H-48 W-60 inches,City and County of Honolulu Purchase,City and County of Honolulu Collection,2012.03.01a
B0C3BBF1-B70F-4CD1-ACA6-375760229370,https://hiculturearts.pastperfectonline.com/webobject/B0C3BBF1-B70F-4CD1-ACA6-375760229370,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120302a.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/20120302a-2.jpg']",Fa`a Samoa,Painting,Saumo Puapuaga,2012,Center panel of a mixed media on canvas triptych painting depicting taro corms in a Samoan motif.,H-48 W-60 inches,City and County of Honolulu Purchase,City and County of Honolulu Collection,2012.03.02a
1A856FD3-040A-4C7A-993D-002481233642,https://hiculturearts.pastperfectonline.com/webobject/1A856FD3-040A-4C7A-993D-002481233642,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/199602.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/003_199602.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-3.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-4.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-5.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-6.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-7.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-8.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-9.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-10.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-11.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-12.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-13.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-14.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-15.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-16.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/010/199602-17.jpg']",Faces of Chinatown,Mural,Linda Oszajca,1996,"Painted layered wood mural depicting people of Chinatown that are seen from the Chinatown Gateway Building. The work represents the incredible mix of people of all ages, races, and economic groups, that pass by the building daily. Located at the Chinatown Gateway Plaza lobby.",,City and County of Honolulu Purchase,City & County of Honolulu,1996.02
0FBABF61-69A9-4B2A-BFA9-811144862940,https://hiculturearts.pastperfectonline.com/webobject/0FBABF61-69A9-4B2A-BFA9-811144862940,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/20071407.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/20071407-2.jpg']",Family Market,"Print, Photographic",Brian Malanaphy,2006,"A color framed photographic print of a the Family Market in Kalihi, Oahu, Hawaii. One of a limited edition of eleven.",H-36.625 W-41.75 D-2 inches,City and County of Honolulu Purchase,City & County of Honolulu Collection,2007.14.07
1AF00A45-0DDC-4F3E-AE1B-853424041090,https://hiculturearts.pastperfectonline.com/webobject/1AF00A45-0DDC-4F3E-AE1B-853424041090,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/197604.jpg'],Fantasy,Painting,Clare Forster,,,,City & County of Honolulu Purchase,City & County of Honolulu,1976.04
32FCC09B-FE8E-4CAD-83DD-494435881149,https://hiculturearts.pastperfectonline.com/webobject/32FCC09B-FE8E-4CAD-83DD-494435881149,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/199501.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/199501-3.jpg']",Fat Cat Spirit on a Horse,Sculpture,Esther Shimazu,,,H-10 W-5 L-11 inches,City & County of Honolulu Purchase,City & County of Honolulu,1995.01
E6054683-2BD6-4D08-824A-506955937366,https://hiculturearts.pastperfectonline.com/webobject/E6054683-2BD6-4D08-824A-506955937366,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199414.jpg'],Feast or Famine,Painting,Sally French,1993,Mixed media drawing using beeswax and oil on wood,H-37 W-46 inches,City & County of Honolulu Purchase,City & County of Honolulu,1994.14
1C489EAC-5845-44DA-BCBD-960323381435,https://hiculturearts.pastperfectonline.com/webobject/1C489EAC-5845-44DA-BCBD-960323381435,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-8.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-2.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-3.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-4.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-5.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-6.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-7.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-9.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-10.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-11.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-12.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-15.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/199104-16.jpg']",Festival for World Peace Bell,Bell,Robert M. Nakamura,1991,"Japanese bell within a temple housing erected for the Festival for World Peace in Hawaii, December 10, 1991. Located at Neal S. Blaisdell Park.",H-15 W-17.667 L-17.667 feet,,Department of Parks and Recreation Collection,1991.04
52547DAD-A00B-435D-81F5-490657582750,https://hiculturearts.pastperfectonline.com/webobject/52547DAD-A00B-435D-81F5-490657582750,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/19960402.jpg'],"Fico Fetifer, o Fico dell'Osso",Print,,1996,Framed botanical print.,H-29.75 W-23.625 inches,City and County of Honolulu Purchase,Department of Housing & Community Development,1996.04.02
FA60A69F-7511-460A-A1D2-887664169111,https://hiculturearts.pastperfectonline.com/webobject/FA60A69F-7511-460A-A1D2-887664169111,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/198909a.jpg'],Fields of Maui,Print,Aline Feldman,,Color woodcut print. One of a diptych.,,,City & County of Honolulu,1989.09a
8BD60E62-5746-4A4F-9814-394670139837,https://hiculturearts.pastperfectonline.com/webobject/8BD60E62-5746-4A4F-9814-394670139837,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/198909b.jpg'],Fields of Maui,Print,Aline Feldman,,Woodcut print. One of a diptych.,,,City & County of Honolulu,1989.09b
9E6A2180-4D8B-4DA7-AB50-706326139297,https://hiculturearts.pastperfectonline.com/webobject/9E6A2180-4D8B-4DA7-AB50-706326139297,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/20070602.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/20070602-2.jpg']",Filipino Sakada Centennial Tree,Plaque,,2007,"Bronze plaque ""Filipino Sakada Centennial Tree. Narra Tree commemorating the union of the Honolulu 100 and the Hawaii Filipino Centennial Committee. Dedicated on July 13, 2006. Mufi Hannemann, Mayor, City and County of Honolulu. Located at Aina Moana Beach Park, also known as Magic Island.",H-24 W-10 L-8 inches,City and County of Honolulu Purchase,Mayor's Office of Culture & the Arts Collection,2007.06.02
3C1938E0-C42F-41C2-98C6-731787904415,https://hiculturearts.pastperfectonline.com/webobject/3C1938E0-C42F-41C2-98C6-731787904415,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/19780801.jpg'],Fire,Print,Roy Venters,1978,Mixed media triptych.,H-3 W-14 feet,,City & County of Honolulu Collection,1978.08.01
19DDA6D3-76E4-4311-9112-635195345549,https://hiculturearts.pastperfectonline.com/webobject/19DDA6D3-76E4-4311-9112-635195345549,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/198101.jpg'],Fire and Police Memorial Plaque,Plaque,,1981,Bronze bas-relief plaque of a fireman carying a girl accompanied by a policeman. Located at the Charles Thurston Fire Training Center Courtyard.,H-60 W-36 inches,Gift of Hawaiian Memorial Park,City & County of Honolulu,1981.01
AE9E77CC-E21E-4926-955A-796793434240,https://hiculturearts.pastperfectonline.com/webobject/AE9E77CC-E21E-4926-955A-796793434240,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/198509.jpg'],First Flight in Space by an Astronaut from Hawaii,"Certificate, Commemorative",,1985,"Award in honor of Ellison Onizuka with an original patch for ""first flight in space by an astronaut from Hawaii.""",H-22.875 W-26.875 inches,,Honolulu City Council Collection,1985.09.01
35098673-31BA-487A-A0B8-501590633145,https://hiculturearts.pastperfectonline.com/webobject/35098673-31BA-487A-A0B8-501590633145,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19940107.jpg'],Fish Cross,Print,Cora Yee,1991,Color screenprint.,H-25.125 W-32.75 inches,,City & County of Honolulu,1994.01.07
44925717-A01D-4536-90B0-539206116310,https://hiculturearts.pastperfectonline.com/webobject/44925717-A01D-4536-90B0-539206116310,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/005/201204.jpg'],Five Palms,Print,John McCaskill,2012,A reductive woodcut print in orange hues of five palm trees with Diamond Head in the background and reflected water in the foreground.,H-30.5 W-41.375 D-1.25 inches,City and County of Honolulu Purchase,City and County of Honolulu Collection,2012.04
E1997EBD-6AE3-4483-968E-252798394065,https://hiculturearts.pastperfectonline.com/webobject/E1997EBD-6AE3-4483-968E-252798394065,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19930604.jpg'],Fleeting Currency - Sandalwood Trade,Print,Laura Ruby,1992,Scrennprint.,,City and County of Honolulu Purchase,City & County of Honolulu,1993.06.04
98EEC7AB-F921-4479-949F-611734353968,https://hiculturearts.pastperfectonline.com/webobject/98EEC7AB-F921-4479-949F-611734353968,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/19350201.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/19350201-2.jpg']",Floor Mosaic,Mosaic,Marguerite Louis Blasingame,1935,"Floor mosaic of twelve figures engaged in traditional Hawaiian athletic activities, done in polished black basalt set into a flagstone floor. Located at Lester McCoy Pavilion.",W-495 L-480 D-3.75 inches,Funded by the Works Progress Administration,City & County of Honolulu,1935.02.01
15061136-307A-4E60-89EE-058187759969,https://hiculturearts.pastperfectonline.com/webobject/15061136-307A-4E60-89EE-058187759969,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/199513.jpg'],Flora Emblem #2,Painting,Alan Leitner,1994,"Oil, dry pigment, and wax painting on canvas.",H-36 W-31 inches,City & County of Honolulu Purchase,City & County of Honolulu,1995.13
1164F698-0EF9-464B-80D5-654722448740,https://hiculturearts.pastperfectonline.com/webobject/1164F698-0EF9-464B-80D5-654722448740,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19942301.jpg'],Flying Saucer Cats,Print,Cora Yee,1993,Lithograph screenprint with gold leaf and acrylic.,H-15.75 W-13.75 inches,City & County of Honolulu Purchase,City & County of Honolulu,1994.23.01
67B8DE1C-0735-4B43-9DB4-165575889592,https://hiculturearts.pastperfectonline.com/webobject/67B8DE1C-0735-4B43-9DB4-165575889592,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19942401.jpg'],Follow Your Breathing: There Is No Other,Print,Adella Islas,1993,Photoetching with chine colle.,H-18 W-24 D-1 inches,City and County of Honolulu Purchase,City & County of Honolulu,1994.24.01
