objectId,objectUrl,images,title,object_name,artist,date,description,dimensions,credit_line,collection,object_number
AF1EE50C-27D4-48F5-AE2D-132837449919,https://hiculturearts.pastperfectonline.com/webobject/AF1EE50C-27D4-48F5-AE2D-132837449919,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922209.jpg'],,Drawing,,1992,Child's drawing of a procession.,H-10.5 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.09
45015F26-72F0-4D68-8CC7-583867845929,https://hiculturearts.pastperfectonline.com/webobject/45015F26-72F0-4D68-8CC7-583867845929,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922210.jpg'],,Drawing,,1992,Black and white child's drawing of a landscape.,H-8.625 W-11.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.10
7E52C514-9DEE-4082-81B1-664796411200,https://hiculturearts.pastperfectonline.com/webobject/7E52C514-9DEE-4082-81B1-664796411200,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922214.jpg'],,Drawing,,1992,Child's drawing of a boy holding a mouse.,H-9.375 W-14 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.14
A8FB01B8-C37A-4B9D-8D04-312846468457,https://hiculturearts.pastperfectonline.com/webobject/A8FB01B8-C37A-4B9D-8D04-312846468457,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922216.jpg'],,Drawing,,1992,Child's drawing of three cooks.,H-15.375 W-17 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.16
2C41E605-8A56-4D48-B862-283868245637,https://hiculturearts.pastperfectonline.com/webobject/2C41E605-8A56-4D48-B862-283868245637,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922245.jpg'],,Drawing,,1992,Child's drawing of a boy in a bubble on a fish in an underwater scene.,H-15.5 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.45
98350561-FA90-4055-A613-025225783488,https://hiculturearts.pastperfectonline.com/webobject/98350561-FA90-4055-A613-025225783488,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922248.jpg'],,Drawing,,1992,Child's drawing of a thunderstorm with deities in clouds throwing thunderbolts on the town.,H-15.375 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.48
51CDD864-9734-4CAB-B237-476133949495,https://hiculturearts.pastperfectonline.com/webobject/51CDD864-9734-4CAB-B237-476133949495,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922258.jpg'],,Drawing,,1992,Child's drawing of an elephant.,H-14.75 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.58
ABA7B98B-7C10-44EC-8495-342234468090,https://hiculturearts.pastperfectonline.com/webobject/ABA7B98B-7C10-44EC-8495-342234468090,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922231.jpg'],,Drawing,,1992,Child's drawing of four people in a shop.,H-8.75 W-11.125 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.31
28593BCA-77C7-48EE-83DD-502146325360,https://hiculturearts.pastperfectonline.com/webobject/28593BCA-77C7-48EE-83DD-502146325360,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922232.jpg'],,Drawing,,1992,Child's drawing of insects with children.,H-15 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.32
2A95E20E-54D4-4B64-8399-405979424420,https://hiculturearts.pastperfectonline.com/webobject/2A95E20E-54D4-4B64-8399-405979424420,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922237.jpg'],,Drawing,,1992,Child's drawing of a chicken.,H-15.5 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.37
7DF3A1A3-7D9F-4EF0-BC2D-256533414310,https://hiculturearts.pastperfectonline.com/webobject/7DF3A1A3-7D9F-4EF0-BC2D-256533414310,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922240.jpg'],,Drawing,,1992,Child's drawing of two boys doing pushups.,H-15.375 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.40
65E6F746-3E99-4C63-B8C0-243246872580,https://hiculturearts.pastperfectonline.com/webobject/65E6F746-3E99-4C63-B8C0-243246872580,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922243.jpg'],,Drawing,,1992,Child's drawing of a horned red creature.,H-15.375 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.43
23D196F3-F0F5-4A2B-B705-535085197063,https://hiculturearts.pastperfectonline.com/webobject/23D196F3-F0F5-4A2B-B705-535085197063,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922244.jpg'],,Drawing,,1992,Child's drawing of a man riding a catepillar.,H-15.375 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.44
A7574640-08FA-4ECB-BE80-354180370130,https://hiculturearts.pastperfectonline.com/webobject/A7574640-08FA-4ECB-BE80-354180370130,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922254.jpg'],,Drawing,,1992,Child's drawing of four children with a snail.,H-21.375 W-15.5 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.54
15105C31-90D8-4C13-8DF8-795404795815,https://hiculturearts.pastperfectonline.com/webobject/15105C31-90D8-4C13-8DF8-795404795815,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922256.jpg'],,Drawing,,1992,Child's drawing of a scene with a car.,H-15.375 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.56
66D6DDA0-01D8-4E37-94E8-714101849216,https://hiculturearts.pastperfectonline.com/webobject/66D6DDA0-01D8-4E37-94E8-714101849216,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/200307.jpg'],,Drawing,Kenneth,,Multi-colored drawing in an expressionistic style on black paper depicting potted plants and candlesticks.,H-16.25 W-14.25 D-0.75 inches,City & County of Honolulu Collection,Mayor's Office of Culture & the Arts Collection,2003.07
83D4BDC1-4FC4-442A-A388-272186124720,https://hiculturearts.pastperfectonline.com/webobject/83D4BDC1-4FC4-442A-A388-272186124720,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922273.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922273-2.jpg']",,Drawing,,1992,"Whimsical drawing of a giant fish in the sky eating buildings, people, and trees with the depiction of a city on its exterior.",H-21 W-27 inches,Gift of the Yokosuka City International Art Organization,City & County of Honolulu,1992.22.73
9214AC18-214C-4D33-831C-075254468172,https://hiculturearts.pastperfectonline.com/webobject/9214AC18-214C-4D33-831C-075254468172,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/200508.jpg'],,Flag,,2005,"Framed Hawaii flag with photographs and certificate for the Hawaii National Gurad's ""C"" Company, 193rd Aviation Regiment. Blue velvet matboard with gold filet and blue velvet shadow box strips.",H-33.75 W-28.25 D-3 inches,,Honolulu City Council Collection,2005.08
D242E712-C9DE-41D3-B085-782416074445,https://hiculturearts.pastperfectonline.com/webobject/D242E712-C9DE-41D3-B085-782416074445,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/200509.jpg'],,Flag,,2005,Framed US flag with photographs and certificates of appreciation for the Honolulu City Council and the 411th Engineer Combat Battalion. Blue velvet mat board with gold filet and blue velvet shadow box strips.,H-33.75 W-28.25 D-3 inches,,Honolulu City Council Collection,2005.09
975EAD77-DDE1-4CCA-BA64-526183746230,https://hiculturearts.pastperfectonline.com/webobject/975EAD77-DDE1-4CCA-BA64-526183746230,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/003/200010.jpg'],,Lantern,,1960,Japanese stone lantern. Located at the Foster Botanical Garden Daibutsu Terrace.,H-65 W-25 inches,Gift of Mabel T. Aimoto,Department of Parks & Recreation Collection,2000.10
82C8B144-927A-46BD-9276-224635255130,https://hiculturearts.pastperfectonline.com/webobject/82C8B144-927A-46BD-9276-224635255130,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/19290102-2.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/001/19290102.jpg']",,Mural,Einar Peterson,1929,Ceiling frescoes of Honolulu Hale. Frescoes in the foyer and courtyard use traditional designs of natives of the American Southwest. The fresco in City Council chambers depict scenes of Hawaiians at work and play.,,City and County of Honolulu Purchase,Department of Facility Maintenance Collection,1929.01.02
EEB6C291-B8A1-422A-9429-196428853183,https://hiculturearts.pastperfectonline.com/webobject/EEB6C291-B8A1-422A-9429-196428853183,"['https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/196401.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/196401-2.jpg', 'https://s3.amazonaws.com/pastperfectonline/images/museum_220/004/196401-3.jpg']",,Mural,Bumpei Akaji,1964,Hawaiian motif decorative panels in Hawaiian motifs comprised of enamelled metal sections attached to a wood backing. Located at the Neal Blaisdell Center Arena.,H-36 W-36 D-1.75 inches,,City & County of Honolulu,1964.01
54CA9906-DCC7-4933-99DF-280210129242,https://hiculturearts.pastperfectonline.com/webobject/54CA9906-DCC7-4933-99DF-280210129242,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/198805.jpg'],,Painting,Stanley Pires,1988,Watercolor painting on paper of a flower with a landscape background.,H-17.5 W-13.75 D-0.75 inches,,Mayor's Office of Culture & the Arts Collection,1988.05.04
D00CFAE3-53A5-4804-83FE-780427650320,https://hiculturearts.pastperfectonline.com/webobject/D00CFAE3-53A5-4804-83FE-780427650320,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19880505.jpg'],,Painting,Rhoda Parks,,Watercolor painting on paper of three pink flower blossoms with green background.,H-20.25 W-16.75 D-0.75 inches,,Mayor's Office of Culture & the Arts Collection,1988.05.05
6CC6E096-CCEF-416D-BFCE-338538487770,https://hiculturearts.pastperfectonline.com/webobject/6CC6E096-CCEF-416D-BFCE-338538487770,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922202.jpg'],,Painting,Aya Fujihara,1992,"Painting of a girl being pulled through the sky by birds by Aya Fujihara of Morisaki Elementary School, grade 3.",,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.02
14E555D4-A712-43D3-BE80-225187124966,https://hiculturearts.pastperfectonline.com/webobject/14E555D4-A712-43D3-BE80-225187124966,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922204.jpg'],,Painting,,1992,Painting of aquatic mammals performing.,H-21.25 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.04
4020C672-C141-4E5E-91CC-932883662537,https://hiculturearts.pastperfectonline.com/webobject/4020C672-C141-4E5E-91CC-932883662537,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922205.jpg'],,Painting,,1992,Painting of a bird.,H-17.875 W-23.75 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.05
72D8C482-D490-48E3-8D51-472388377700,https://hiculturearts.pastperfectonline.com/webobject/72D8C482-D490-48E3-8D51-472388377700,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922207.jpg'],,Painting,,1992,Painting of a figure with two animals.,H-21.25 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.07
95D10097-5AD9-4BAA-9873-370420672094,https://hiculturearts.pastperfectonline.com/webobject/95D10097-5AD9-4BAA-9873-370420672094,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922208.jpg'],,Painting,,1992,"Child's landscape painting of a roadway with a ""Freshsuper"" market.",H-30 W-42.75 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.08
E43337F2-8670-4BF5-B0AC-791684352371,https://hiculturearts.pastperfectonline.com/webobject/E43337F2-8670-4BF5-B0AC-791684352371,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922212.jpg'],,Painting,,1992,Child's painting of two girls in a forest shinning a flashlight on a fish in a pond.,H-10.5 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.12
BF27F9E1-CDB4-4F0B-8CF2-371417995026,https://hiculturearts.pastperfectonline.com/webobject/BF27F9E1-CDB4-4F0B-8CF2-371417995026,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922215.jpg'],,Painting,,1992,Child's painting of a gate.,H-10.625 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.15
A4DD1858-03F3-4AC3-B686-762572734188,https://hiculturearts.pastperfectonline.com/webobject/A4DD1858-03F3-4AC3-B686-762572734188,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922217.jpg'],,Painting,,1992,Child's painting of seven girls at the beach.,H-10 W-14.125 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.17
CA7468F9-6D3E-4E1F-88EA-476069004293,https://hiculturearts.pastperfectonline.com/webobject/CA7468F9-6D3E-4E1F-88EA-476069004293,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922219.jpg'],,Painting,,1992,Child's painting of a lamp post.,H-17 W-12.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.19
23E44570-7125-462F-937D-812548734099,https://hiculturearts.pastperfectonline.com/webobject/23E44570-7125-462F-937D-812548734099,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922220.jpg'],,Painting,,1992,A child's whimsical painting with a cat.,H-14.375 W-16.125 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.20
5306449B-B950-49CF-B63D-667081816314,https://hiculturearts.pastperfectonline.com/webobject/5306449B-B950-49CF-B63D-667081816314,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922221.jpg'],,Painting,,1992,A child's painting of trees.,H-15 W-10.625 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.21
C7EA7DCE-82ED-4B9C-9F06-364309303905,https://hiculturearts.pastperfectonline.com/webobject/C7EA7DCE-82ED-4B9C-9F06-364309303905,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922222.jpg'],,Painting,,1992,Child's painting of a silhouetted clown juggling while balanced on a ball.,H-15 W-10.625 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.22
F80197AA-2A25-43E3-9CD5-802128901533,https://hiculturearts.pastperfectonline.com/webobject/F80197AA-2A25-43E3-9CD5-802128901533,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922226.jpg'],,Painting,,1992,Child's painting of a field with three animals.,H-11 W-14.75 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.26
8F9CD4E4-8912-4062-920E-556967318921,https://hiculturearts.pastperfectonline.com/webobject/8F9CD4E4-8912-4062-920E-556967318921,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922229.jpg'],,Painting,Akane Yaguchi,1992,"Child's painting of a driveway scene, from Awata Elementary School, grade 6.",H-10.625 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.29
048ADD48-3022-405A-A2F7-520602275310,https://hiculturearts.pastperfectonline.com/webobject/048ADD48-3022-405A-A2F7-520602275310,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922230.jpg'],,Painting,Nao Igarashi,1992,"Child's painting of a house from Takasaka Elementary School, grade 4.",H-7.5 W-10.625 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.30
D15FFA0D-CDF9-4501-BD4C-775134621058,https://hiculturearts.pastperfectonline.com/webobject/D15FFA0D-CDF9-4501-BD4C-775134621058,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922246.jpg'],,Painting,,1992,Portrait of a boy.,H-21.25 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.46
C8E5C356-FD88-4C26-BCAB-271922882526,https://hiculturearts.pastperfectonline.com/webobject/C8E5C356-FD88-4C26-BCAB-271922882526,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922247.jpg'],,Painting,,1992,Child's painting of people climbing a fruit tree.,H-20.75 W-15.5 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.47
9F820C05-02B4-4334-AE0C-310867591938,https://hiculturearts.pastperfectonline.com/webobject/9F820C05-02B4-4334-AE0C-310867591938,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922257.jpg'],,Painting,,1992,Child's painting of three people with bamboo.,H-15 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.57
18B1FB09-40F4-4BAB-B2BF-172564582280,https://hiculturearts.pastperfectonline.com/webobject/18B1FB09-40F4-4BAB-B2BF-172564582280,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922260.jpg'],,Painting,,1992,Child's painting of four animals travelling on a path through a forest.,H-14.875 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.60
2486FDB0-489D-4AB4-9C33-503415409707,https://hiculturearts.pastperfectonline.com/webobject/2486FDB0-489D-4AB4-9C33-503415409707,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922262.jpg'],,Painting,,1992,Child's painting of three boys at a stream.,H-15 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.62
DD9BF314-B81A-4AFF-A04F-422462670824,https://hiculturearts.pastperfectonline.com/webobject/DD9BF314-B81A-4AFF-A04F-422462670824,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922263.jpg'],,Painting,,1992,Portrait done by a child.,H-15 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.63
202C4180-DB9A-4F46-AD00-932891239406,https://hiculturearts.pastperfectonline.com/webobject/202C4180-DB9A-4F46-AD00-932891239406,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922264.jpg'],,Painting,,1992,Child's painting of happy children and a bus.,H-17.625 W-23.625 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.64
11EFCFDA-1BA6-4B26-9D55-757330261460,https://hiculturearts.pastperfectonline.com/webobject/11EFCFDA-1BA6-4B26-9D55-757330261460,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922265.jpg'],,Painting,,1992,Child's painting of insects.,H-15.5 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.65
1CE656FF-C999-4B77-8090-290495472130,https://hiculturearts.pastperfectonline.com/webobject/1CE656FF-C999-4B77-8090-290495472130,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922266.jpg'],,Painting,,1992,Child's painting of insects.,H-15.5 W-21.375 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.66
2A656F29-61A9-4929-B27C-189005367310,https://hiculturearts.pastperfectonline.com/webobject/2A656F29-61A9-4929-B27C-189005367310,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922268.jpg'],,Painting,,1992,Child's painting of five children catching crabs and lobsters.,H-17.75 W-23.5 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.68
984EB7A6-A368-4646-A9C8-265014421300,https://hiculturearts.pastperfectonline.com/webobject/984EB7A6-A368-4646-A9C8-265014421300,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/006/07092.jpg'],,Painting,J Adams,,"Painting; depicted in the foreground are two women attired in late 19th century dress, one of whom is holding a parasol, walking in a a park; in the background is another woman holding a parasol.",H-42.25 W-19.5 D-1.5 inches,,Board of Water Supply Collection,07092
283F7E84-A5DA-40FC-BC4C-562517909080,https://hiculturearts.pastperfectonline.com/webobject/283F7E84-A5DA-40FC-BC4C-562517909080,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922225.jpg'],,Painting,,1992,Child's painting of a street scene.,H-10.5 W-15 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.25
744166ED-11CE-4899-A93B-691331994785,https://hiculturearts.pastperfectonline.com/webobject/744166ED-11CE-4899-A93B-691331994785,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922227.jpg'],,Painting,,1992,Child's painting of fireworks in a night sky.,H-14.125 W-20.625 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.27
9209FE88-5E56-4CA2-A8D3-790071181617,https://hiculturearts.pastperfectonline.com/webobject/9209FE88-5E56-4CA2-A8D3-790071181617,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922233.jpg'],,Painting,,1992,Child's abstract painting of a creature.,H-15 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.33
1BF3E85D-9BF1-4579-9791-302696232190,https://hiculturearts.pastperfectonline.com/webobject/1BF3E85D-9BF1-4579-9791-302696232190,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922234.jpg'],,Painting,,1992,Child's abstract painting of an outer space scene.,H-15.375 W-21.375 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.34
5FBA1F09-2143-4643-A4CC-977483627360,https://hiculturearts.pastperfectonline.com/webobject/5FBA1F09-2143-4643-A4CC-977483627360,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922235.jpg'],,Painting,,1992,Child's painting of a fish.,H-15 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.35
E40963FC-210A-4901-9F0F-893325248537,https://hiculturearts.pastperfectonline.com/webobject/E40963FC-210A-4901-9F0F-893325248537,['https://s3.amazonaws.com/pastperfectonline/images/museum_220/002/19922236.jpg'],,Painting,,1992,Child's painting of an erupting volcanic island.,H-15 W-21.25 inches,Gift of the Yokosuka City International Art Organization,Mayor's Office of Culture & the Arts Collection,1992.22.36
